Step,Load
724.00,0.03
725.00,-0.35
726.00,0.78
727.00,0.78
728.00,0.15
729.00,-0.97
730.00,-0.47
731.00,0.03
732.00,-0.72
732.00,-0.72
733.00,0.03
734.00,-0.97
735.00,-0.22
736.00,0.78
737.00,0.03
738.00,-0.35
739.00,-0.35
740.00,0.03
741.00,0.53
742.00,-0.10
743.00,0.03
744.00,0.40
745.00,-0.22
745.00,-0.22
746.00,0.15
747.00,-0.97
748.00,0.78
749.00,0.65
750.00,-0.22
751.00,-0.22
752.00,0.03
753.00,0.28
754.00,-0.72
755.00,-0.22
756.00,0.65
757.00,0.28
758.00,-0.35
758.00,-0.35
759.00,-0.10
760.00,-0.85
761.00,0.53
762.00,-0.35
763.00,-0.35
764.00,-0.97
765.00,-0.10
766.00,0.28
767.00,-0.60
768.00,0.40
769.00,0.53
770.00,-0.22
771.00,-0.22
771.00,-0.10
772.00,0.65
773.00,-0.35
774.00,0.78
775.00,0.78
776.00,0.15
777.00,-0.60
778.00,-0.10
779.00,0.40
780.00,-0.22
781.00,0.40
782.00,0.78
783.00,0.78
784.00,0.15
784.00,-0.10
785.00,-0.22
786.00,-0.35
787.00,-0.35
788.00,1.15
789.00,-0.35
790.00,-0.85
791.00,0.53
792.00,0.03
793.00,-0.97
794.00,-0.22
795.00,-0.22
796.00,0.28
797.00,-0.97
797.00,0.03
798.00,0.65
799.00,0.65
800.00,-0.97
801.00,0.78
802.00,0.15
803.00,-0.97
804.00,0.53
805.00,1.03
806.00,-0.47
807.00,-0.47
808.00,-0.47
809.00,0.78
810.00,-0.60
810.00,-0.10
811.00,-0.10
812.00,0.40
813.00,-0.10
814.00,0.90
815.00,0.15
816.00,-0.10
817.00,0.03
818.00,0.28
819.00,0.28
820.00,-0.35
821.00,0.03
822.00,0.40
823.00,-0.60
823.00,-0.60
824.00,-0.10
825.00,-0.72
826.00,-0.10
827.00,0.40
828.00,-0.47
829.00,0.15
830.00,0.65
831.00,0.65
832.00,-0.35
833.00,-0.35
834.00,0.53
835.00,-0.22
836.00,-0.22
836.00,-0.22
837.00,0.78
838.00,-0.97
839.00,0.15
840.00,1.03
841.00,-0.10
842.00,-0.35
843.00,-0.35
844.00,0.65
845.00,0.40
846.00,0.15
847.00,0.40
848.00,0.53
849.00,-0.22
849.00,-0.22
850.00,-0.22
851.00,-0.47
852.00,0.65
853.00,0.03
854.00,-0.10
855.00,-0.10
856.00,-0.35
857.00,-0.35
858.00,-0.47
859.00,-0.10
860.00,0.03
861.00,0.15
862.00,0.15
862.00,0.15
863.00,0.03
864.00,-0.72
865.00,1.03
866.00,0.28
867.00,0.28
868.00,-1.35
869.00,0.40
870.00,0.53
871.00,-0.85
872.00,0.28
873.00,0.90
874.00,0.03
875.00,0.03
875.00,-0.35
876.00,0.90
877.00,0.28
878.00,0.90
879.00,0.90
880.00,0.40
881.00,-0.60
882.00,-0.35
883.00,0.15
884.00,-0.22
885.00,0.15
886.00,0.15
887.00,0.15
888.00,-0.35
888.00,-0.47
889.00,0.15
890.00,0.15
891.00,-0.85
892.00,0.78
893.00,-0.22
894.00,-0.72
895.00,0.90
896.00,0.53
897.00,-0.47
898.00,-0.22
899.00,-0.22
900.00,0.40
901.00,-0.72
901.00,0.28
902.00,0.28
903.00,0.28
904.00,-0.35
905.00,1.03
906.00,0.15
907.00,-0.47
908.00,0.90
909.00,1.15
910.00,-0.10
911.00,-0.10
912.00,0.03
913.00,0.53
914.00,-1.10
914.00,-1.10
915.00,-0.22
916.00,0.03
917.00,-0.35
918.00,0.28
919.00,-0.35
920.00,-0.10
921.00,0.03
922.00,0.28
923.00,0.28
924.00,-0.47
925.00,0.03
926.00,0.40
927.00,-0.35
927.00,-0.35
928.00,0.40
929.00,-0.72
930.00,0.15
931.00,0.78
932.00,-0.47
933.00,-0.10
934.00,-0.10
935.00,0.65
936.00,-0.10
937.00,-0.22
938.00,0.78
939.00,0.15
940.00,0.28
940.00,0.28
941.00,1.15
942.00,-0.22
943.00,0.03
944.00,0.65
945.00,-0.10
946.00,-0.10
947.00,-1.22
948.00,0.28
949.00,0.03
950.00,-0.47
951.00,0.03
952.00,0.28
953.00,-0.35
953.00,-0.35
954.00,-0.10
955.00,-0.35
956.00,0.90
957.00,-0.10
958.00,-0.10
959.00,-0.35
960.00,0.03
961.00,-0.10
962.00,-0.60
963.00,-0.10
964.00,0.15
965.00,0.28
966.00,0.03
966.00,0.03
967.00,0.28
968.00,-0.35
969.00,1.28
970.00,1.28
971.00,0.28
972.00,-0.47
973.00,0.65
974.00,0.90
975.00,-0.47
976.00,0.03
977.00,0.28
978.00,0.28
979.00,-0.97
979.00,-0.72
980.00,0.53
981.00,-0.35
982.00,-0.35
983.00,0.40
984.00,0.03
985.00,-0.72
986.00,0.03
987.00,0.40
988.00,-0.10
989.00,0.28
990.00,0.28
991.00,0.40
992.00,-0.35
992.00,-0.47
993.00,0.15
994.00,0.15
995.00,-0.60
996.00,0.90
997.00,-0.22
998.00,-0.35
999.00,0.90
1000.00,0.40
1001.00,-0.35
1002.00,-0.35
1003.00,0.40
1004.00,0.78
1005.00,-0.60
1005.00,0.40
1006.00,0.40
1007.00,0.15
1008.00,-0.60
1009.00,0.53
1010.00,-0.72
1011.00,-0.97
1012.00,0.40
1013.00,0.53
1014.00,0.53
1015.00,-0.72
1016.00,-0.10
1017.00,0.28
1018.00,-0.85
1018.00,-0.85
1019.00,0.15
1020.00,-0.10
1021.00,-0.22
1022.00,0.65
1023.00,-0.47
1024.00,-0.47
1025.00,0.03
1026.00,0.03
1027.00,-0.10
1028.00,-0.72
1029.00,0.15
1030.00,0.65
1031.00,-0.22
1031.00,-0.22
1032.00,0.90
1033.00,-0.35
1034.00,0.90
1035.00,1.28
1036.00,-0.22
1037.00,0.15
1038.00,0.15
1039.00,0.53
1040.00,-0.47
1041.00,-0.85
1042.00,-0.35
1043.00,0.03
1044.00,-0.22
1044.00,-0.22
1045.00,0.40
1046.00,-0.60
1047.00,0.65
1048.00,0.28
1049.00,-0.22
1050.00,-0.22
1051.00,-0.47
1052.00,0.15
1053.00,-0.60
1054.00,-0.22
1055.00,0.15
1056.00,-0.10
1057.00,-0.47
1057.00,-0.47
1058.00,-0.10
1059.00,-0.22
1060.00,1.03
1061.00,0.28
1062.00,0.28
1063.00,0.03
1064.00,0.28
1065.00,0.53
1066.00,0.03
1067.00,0.28
1068.00,0.53
1069.00,0.28
1070.00,0.28
1070.00,-0.35
1071.00,-0.10
1072.00,-0.72
1073.00,0.65
1074.00,0.65
1075.00,-0.22
1076.00,-1.35
1077.00,0.78
1078.00,0.90
1079.00,-0.60
1080.00,0.40
1081.00,0.40
1082.00,0.40
1083.00,-0.60
1083.00,-0.47
1084.00,0.40
1085.00,-0.47
1086.00,-0.47
1087.00,0.28
1088.00,-0.35
1089.00,-0.97
1090.00,0.28
1091.00,0.15
1092.00,0.03
1093.00,0.78
1094.00,0.78
1095.00,0.78
1096.00,0.03
1096.00,0.28
1097.00,0.65
1098.00,0.65
1099.00,-0.35
1100.00,0.90
1101.00,-0.35
1102.00,-0.35
1103.00,0.53
1104.00,0.03
1105.00,-0.85
1106.00,-0.85
1107.00,-0.22
1108.00,0.40
1108.00,-0.47
1109.00,-0.47
1110.00,0.90
1111.00,0.28
1112.00,0.40
1113.00,-0.60
1114.00,-0.60
1115.00,0.53
1116.00,-0.60
1117.00,-0.60
1118.00,-0.60
1119.00,0.28
1120.00,-0.35
1121.00,-0.97
1121.00,0.28
1122.00,0.28
1123.00,0.15
1124.00,-0.22
1125.00,1.03
1126.00,0.40
1127.00,0.03
1128.00,0.78
1129.00,0.28
1130.00,0.28
1131.00,-0.35
1132.00,0.15
1133.00,0.28
1134.00,-0.10
1134.00,-0.10
1135.00,0.03
1136.00,-0.72
1137.00,-0.10
1138.00,0.65
1139.00,-0.35
1140.00,0.03
1141.00,1.03
1142.00,1.03
1143.00,0.03
1144.00,-0.60
1145.00,0.03
1146.00,0.15
1147.00,-0.85
1147.00,-0.85
1148.00,0.03
1149.00,-0.72
1150.00,0.03
1151.00,0.15
1152.00,0.15
1153.00,-0.35
1154.00,-0.35
1155.00,0.03
1156.00,0.28
1157.00,0.15
1158.00,0.90
1159.00,0.53
1160.00,0.28
1160.00,0.28
1161.00,0.15
1162.00,-0.60
1163.00,0.78
1164.00,0.15
1165.00,0.15
1166.00,-0.22
1167.00,0.15
1168.00,0.28
1169.00,-0.72
1170.00,-0.35
1171.00,0.65
1172.00,0.15
1173.00,0.15
1173.00,0.15
1174.00,0.28
1175.00,-0.60
1176.00,0.78
1177.00,0.78
1178.00,-0.22
1179.00,-1.22
1180.00,-0.10
1181.00,0.03
1182.00,-0.35
1183.00,0.03
1184.00,0.40
1185.00,-0.10
1186.00,-0.10
1186.00,-0.35
1187.00,0.53
1188.00,0.40
1189.00,0.40
1190.00,1.15
1191.00,0.03
1192.00,-0.47
1193.00,0.53
1194.00,0.03
1195.00,-0.22
1196.00,0.28
1197.00,0.65
1198.00,0.65
1199.00,-0.10
1199.00,-0.35
1200.00,0.15
1201.00,0.15
1202.00,-0.47
1203.00,0.90
1204.00,-0.10
1205.00,-0.60
1206.00,1.28
1207.00,0.03
1208.00,-0.85
1209.00,-0.85
1210.00,-0.22
1211.00,0.03
1212.00,-1.22
1212.00,0.15
1213.00,0.15
1214.00,0.28
1215.00,-0.85
1216.00,0.65
1217.00,0.28
1218.00,-0.72
1219.00,0.78
1220.00,0.78
1221.00,0.78
1222.00,-0.22
1223.00,0.03
1224.00,0.40
1225.00,-0.35
1225.00,-0.35
1226.00,0.28
1227.00,-0.10
1228.00,0.03
1229.00,0.78
1230.00,0.03
1231.00,0.03
1232.00,0.65
1233.00,0.65
1234.00,-0.22
1235.00,-0.47
1236.00,0.15
1237.00,0.40
1238.00,-0.35
1238.00,-0.35
1239.00,0.15
1240.00,-1.10
1241.00,0.15
1242.00,0.53
1243.00,-0.85
1244.00,-0.22
1245.00,-0.22
1246.00,0.78
1247.00,-0.22
1248.00,-0.47
1249.00,0.65
1250.00,0.40
1251.00,-0.22
1251.00,-0.22
1252.00,0.90
1253.00,-0.35
1254.00,0.78
1255.00,0.53
1256.00,-0.10
1257.00,-0.10
1258.00,-0.10
1259.00,0.28
1260.00,-0.10
1261.00,0.03
1262.00,0.90
1263.00,0.40
1264.00,-0.10
1264.00,-0.10
1265.00,0.03
1266.00,-0.85
1267.00,1.03
1268.00,0.28
1269.00,0.28
1270.00,-0.35
1271.00,-0.10
1272.00,-0.22
1273.00,-0.60
1274.00,-0.35
1275.00,-0.10
1276.00,-0.10
1277.00,-0.10
1277.00,0.15
1278.00,0.40
1279.00,-0.47
1280.00,1.15
1281.00,1.15
1282.00,0.15
1283.00,-0.97
1284.00,0.40
1285.00,0.65
1286.00,0.03
1287.00,0.15
1288.00,0.65
1289.00,0.65
1290.00,-0.22
1290.00,-0.35
1291.00,0.40
1292.00,0.15
1293.00,0.15
1294.00,1.03
1295.00,0.15
1296.00,-0.47
1297.00,0.40
1298.00,0.15
1299.00,-0.35
1300.00,0.15
1301.00,0.15
1302.00,0.15
1303.00,-0.60
1303.00,-0.35
1304.00,-0.22
1305.00,-0.22
1306.00,-0.60
1307.00,0.65
1308.00,-0.60
1309.00,-0.47
1310.00,1.15
1311.00,0.03
1312.00,-0.22
1313.00,-0.22
1314.00,0.28
1315.00,0.15
1316.00,-0.72
1316.00,0.65
1317.00,0.65
1318.00,0.15
1319.00,-0.60
1320.00,0.90
1321.00,0.28
1322.00,-0.72
1323.00,0.78
1324.00,0.78
1325.00,0.78
1326.00,-0.10
1327.00,0.40
1328.00,0.53
1329.00,-0.60
1329.00,-0.60
1330.00,0.28
1331.00,-0.47
1332.00,0.15
1333.00,0.65
1334.00,-0.22
1335.00,-0.35
1336.00,0.28
1337.00,0.28
1338.00,-0.47
1339.00,-0.47
1340.00,0.03
1341.00,0.40
1342.00,0.03
1342.00,0.03
1343.00,0.28
1344.00,-1.35
1345.00,0.65
1346.00,0.78
1347.00,-0.85
1348.00,0.03
1349.00,0.03
1350.00,1.03
1351.00,-0.72
1352.00,-0.10
1353.00,1.03
1354.00,0.03
1355.00,-0.10
1355.00,-0.10
1356.00,0.90
1357.00,-0.10
1358.00,0.90
1359.00,0.65
1360.00,0.15
1361.00,0.15
1362.00,-0.72
1363.00,-0.10
1364.00,0.15
1365.00,-0.35
1366.00,0.03
1367.00,0.28
1368.00,-0.22
1368.00,-0.22
1369.00,-0.47
1370.00,-0.72
1371.00,1.40
1372.00,-0.10
1373.00,-0.10
1374.00,-0.35
1375.00,0.53
1376.00,0.03
1377.00,-0.35
1378.00,0.28
1379.00,0.40
1380.00,-0.35
1381.00,-0.35
1381.00,0.15
1382.00,0.40
1383.00,-0.47
1384.00,-0.47
1385.00,1.40
1386.00,0.15
1387.00,-0.97
1388.00,0.90
1389.00,1.03
1390.00,-0.22
1391.00,0.40
1392.00,0.53
1393.00,0.53
1394.00,-0.72
1394.00,-0.60
1395.00,0.28
1396.00,0.28
1397.00,-0.47
1398.00,0.78
1399.00,-0.35
1400.00,-0.72
1401.00,0.53
1402.00,0.03
1403.00,-0.35
1404.00,0.03
1405.00,0.03
1406.00,0.90
1407.00,-0.47
1407.00,-0.10
1408.00,-0.10
1409.00,0.28
1410.00,-0.60
1411.00,0.53
1412.00,-0.47
1413.00,-0.35
1414.00,1.15
1415.00,0.28
1416.00,-0.10
1417.00,-0.10
1418.00,0.53
1419.00,0.65
1420.00,-0.35
1420.00,-0.35
1421.00,0.90
1422.00,0.53
1423.00,-0.47
1424.00,0.78
1425.00,-0.10
1426.00,-1.22
1427.00,0.28
1428.00,0.28
1429.00,0.28
1430.00,-0.60
1431.00,-0.22
1432.00,0.28
1433.00,-0.85
1433.00,-0.85
1434.00,0.15
1435.00,-0.60
1436.00,0.40
1437.00,1.03
1438.00,-0.35
1439.00,-0.10
1440.00,-0.10
1441.00,0.40
1442.00,-0.35
1443.00,-0.72
1444.00,0.15
1445.00,0.28
1446.00,0.15
1446.00,0.15
1447.00,0.53
1448.00,-0.85
1449.00,1.28
1450.00,0.90
1451.00,0.03
1452.00,0.03
1453.00,0.40
1454.00,1.15
1455.00,-0.35
1456.00,-0.10
1457.00,0.53
1458.00,0.15
1459.00,0.03
1459.00,0.03
1460.00,0.78
1461.00,0.53
1462.00,1.65
1463.00,1.03
1464.00,1.03
1465.00,1.15
1466.00,1.03
1467.00,1.53
1468.00,1.15
1469.00,1.40
1470.00,2.15
1471.00,1.65
1472.00,1.65
1472.00,1.53
1473.00,1.90
1474.00,1.40
1475.00,3.15
1476.00,3.15
1477.00,2.28
1478.00,2.15
1479.00,3.28
