Step (steps),Load (N)
1.8739245000000002,0.16772179751501806
5.8217835000000004,0.16772179751501806
9.1731285,0.33544359503004545
12.505956000000001,2.1803833676953
15.972306000000003,2.8512705577553907
19.5050655,1.5094961776351998
25.827343499999998,2.348105165210318
31.909923000000003,2.348105165210318
37.5555255,2.1803833676953
41.731209,2.683548760240373
45.7401645,2.1803833676953
49.3428495,2.348105165210318
53.88863100000001,2.1803833676953
58.9742835,2.1803833676953
62.96745750000001,2.348105165210318
67.70902950000001,2.348105165210318
73.27791000000002,2.1803833676953
77.42695050000002,1.8449397726652546
80.85697050000002,2.012661570180273
85.37235900000002,2.1803833676953
89.91157800000002,2.1803833676953
94.54197150000002,2.012661570180273
99.77521050000001,2.1803833676953
103.24554450000001,2.012661570180273
107.302863,2.1803833676953
111.36650850000001,2.348105165210318
116.00440350000001,2.348105165210318
119.53950750000001,2.348105165210318
123.21868200000002,2.348105165210318
126.06578100000002,2.5158269627253453
128.858346,2.012661570180273
131.7677925,2.1803833676953
134.80857450000002,2.5158269627253453
137.68520700000002,2.1803833676953
140.65395300000003,2.5158269627253453
143.49300600000004,2.5158269627253453
146.44393800000003,2.012661570180273
149.39041800000004,2.348105165210318
152.22642300000004,2.1803833676953
155.08211700000004,2.012661570180273
158.04945750000005,2.683548760240373
160.92523050000005,2.683548760240373
164.37079800000006,2.012661570180273
167.36063850000008,2.348105165210318
170.2130520000001,2.012661570180273
173.1412485000001,2.348105165210318
175.98319200000012,2.683548760240373
179.17038750000012,2.012661570180273
182.43532050000013,2.1803833676953
185.63540700000013,2.348105165210318
188.83580700000013,2.348105165210318
192.25824750000012,2.683548760240373
195.46661550000013,2.348105165210318
198.65232750000013,2.348105165210318
201.92054250000012,2.348105165210318
205.0061700000001,2.1803833676953
208.1259390000001,2.348105165210318
211.2875865000001,2.5158269627253453
214.5539265000001,2.1803833676953
217.8680025000001,2.1803833676953
220.8774540000001,2.348105165210318
224.5428780000001,2.1803833676953
227.74374450000013,2.1803833676953
230.8728120000001,2.1803833676953
234.2638455000001,2.012661570180273
237.47151150000008,2.1803833676953
240.7664460000001,2.1803833676953
243.83394750000008,2.1803833676953
247.06387950000007,2.1803833676953
250.31654700000007,1.8449397726652546
253.32201450000008,2.1803833676953
256.3501380000001,2.012661570180273
259.6085085000001,2.012661570180273
262.77859350000006,2.348105165210318
265.81734450000005,2.012661570180273
269.0436030000001,2.348105165210318
272.11493400000006,2.1803833676953
275.04930300000007,2.012661570180273
277.8191325000001,2.1803833676953
280.8096780000001,2.012661570180273
283.71818700000006,1.8449397726652546
286.52598750000004,2.1803833676953
289.75045050000006,2.012661570180273
293.1470310000001,2.348105165210318
296.41329300000007,2.012661570180273
299.6246295000001,2.012661570180273
303.34255500000006,2.348105165210318
306.6173325000001,2.012661570180273
309.9850065000001,2.1803833676953
313.5823005000001,2.012661570180273
316.88098650000006,2.012661570180273
320.2244400000001,2.1803833676953
324.6044295000001,1.8449397726652546
327.9577275000001,2.1803833676953
331.2283650000001,2.012661570180273
334.2780525000001,2.1803833676953
337.3578210000001,2.1803833676953
340.3996950000001,2.012661570180273
343.37625450000013,2.348105165210318
346.4039115000001,2.1803833676953
349.5053985000001,2.012661570180273
352.5811815000001,2.348105165210318
355.6890765000001,2.1803833676953
358.7206380000001,2.5158269627253453
361.6616490000001,2.5158269627253453
364.54664100000014,2.1803833676953
367.57406250000014,2.5158269627253453
370.9584555000001,2.348105165210318
374.10385050000014,2.1803833676953
377.21994900000016,2.348105165210318
380.18158500000015,2.012661570180273
