Step (steps),Load (N)
5.054015,0.0,initial approach
11.740447499999998,0.0,initial approach
17.676232499999998,0.5031653925450728,initial approach
23.426339999999996,0.6708871900600909,initial approach
29.71472499999999,0.6708871900600909,initial approach
35.504155,0.5031653925450728,initial approach
41.508689999999994,0.3354435950300547,initial approach
47.40098499999999,0.5031653925450728,initial approach
53.289372499999985,0.3354435950300547,initial approach
59.76512749999999,0.3354435950300547,initial approach
65.78021,0.3354435950300547,initial approach
71.673155,0.3354435950300547,initial approach
77.2235225,0.5031653925450728,initial approach
82.7145175,0.3354435950300547,initial approach
88.6099375,0.5031653925450728,initial approach
94.6504075,0.5031653925450728,initial approach
100.44687,0.3354435950300547,initial approach
106.83955250000001,0.3354435950300547,initial approach
113.09890250000001,0.3354435950300547,initial approach
119.69796500000001,0.5031653925450728,initial approach
126.21551749999999,0.5031653925450728,initial approach
132.68762750000002,0.5031653925450728,initial approach
139.2628625,0.3354435950300547,initial approach
154.69861,0.5031653925450728,initial approach
162.545975,0.5031653925450728,initial approach
168.40806,0.5031653925450728,initial approach
173.67561750000002,0.6708871900600909,initial approach
179.02312250000003,0.5031653925450728,initial approach
184.67414250000002,0.5031653925450728,initial approach
190.26865250000003,0.5031653925450728,initial approach
195.82344750000004,0.5031653925450728,initial approach
201.3643125,0.3354435950300547,initial approach
213.1821025,0.5031653925450728,initial approach
219.477,0.3354435950300547,initial approach
225.07385250000004,0.16772179751502736,initial approach
230.81510750000004,0.16772179751502736,initial approach
236.39008500000003,0.3354435950300547,initial approach
241.91532250000006,0.3354435950300547,initial approach
247.417515,0.5031653925450728,initial approach
252.93429000000006,0.5031653925450728,initial approach
258.66278500000004,0.3354435950300547,initial approach
264.3181,0.3354435950300547,initial approach
269.8450325,0.5031653925450728,initial approach
275.498395,0.5031653925450728,initial approach
281.400975,0.5031653925450728,initial approach
287.083765,0.5031653925450728,initial approach
292.62918750000006,0.5031653925450728,initial approach
298.13854000000003,0.5031653925450728,initial approach
303.65909250000004,0.6708871900600909,initial approach
309.43393750000007,0.5031653925450728,initial approach
315.0061825000001,0.3354435950300547,initial approach
320.57868750000006,0.5031653925450728,initial approach
326.13009750000003,0.5031653925450728,initial approach
331.79531000000003,0.5031653925450728,initial approach
337.41976500000004,0.5031653925450728,initial approach
342.99175,0.5031653925450728,initial approach
348.534695,0.5031653925450728,initial approach
354.1143625,0.5031653925450728,initial approach
359.70236,0.5031653925450728,initial approach
365.30976,0.5031653925450728,initial approach
370.8597375,0.5031653925450728,initial approach
376.4138825,0.6708871900600909,initial approach
381.9863875,0.6708871900600909,initial approach
387.5815475,0.5031653925450728,initial approach
393.1631675,0.5031653925450728,initial approach
398.7020775,0.5031653925450728,initial approach
404.2770549999999,0.6708871900600909,initial approach
409.8421375,0.6708871900600909,initial approach
415.39914749999997,0.6708871900600909,initial approach
420.96331749999996,0.5031653925450728,initial approach
426.51485749999995,0.5031653925450728,initial approach
432.0639249999999,0.5031653925450728,initial approach
437.60492,0.5031653925450728,initial approach
443.1429175,0.5031653925450728,initial approach
448.6725825,0.5031653925450728,initial approach
454.54769,0.5031653925450728,initial approach
460.45561,0.5031653925450728,initial approach
466.13019749999995,0.5031653925450728,initial approach
471.71168499999993,0.5031653925450728,initial approach
477.2421324999999,0.5031653925450728,initial approach
482.93169249999994,0.16772179751502736,initial approach
489.2885699999999,0.3354435950300547,initial approach
495.64245,0.5031653925450728,initial approach
503.3089575,0.6708871900600909,initial approach
510.7457774999999,0.6708871900600909,initial approach
517.8568174999999,0.5031653925450728,initial approach
524.9776224999999,0.5031653925450728,initial approach
531.4402275,0.5031653925450728,initial approach
537.61976,0.5031653925450728,initial approach
544.094605,0.6708871900600909,initial approach
550.6000475,0.5031653925450728,initial approach
556.7982,0.5031653925450728,initial approach
563.9345,0.5031653925450728,initial approach
573.05009,0.5031653925450728,initial approach
580.5620399999999,0.5031653925450728,initial approach
586.8638374999999,0.5031653925450728,initial approach
592.8889425,0.5031653925450728,initial approach
598.8312374999999,0.6708871900600909,initial approach
605.0075149999999,0.5031653925450728,initial approach
612.0235049999999,0.5031653925450728,initial approach
618.1930099999998,0.5031653925450728,initial approach
624.3146024999999,0.6708871900600909,initial approach
629.9350224999998,0.6708871900600909,initial approach
635.9891649999998,0.5031653925450728,initial approach
641.8873174999999,0.3354435950300547,initial approach
647.7225824999999,0.5031653925450728,initial approach
653.5673499999999,0.5031653925450728,initial approach
660.45886,0.5031653925450728,initial approach
666.3447749999999,0.5031653925450728,initial approach
672.0569924999999,0.5031653925450728,initial approach
678.1202499999998,0.5031653925450728,initial approach
684.2148874999998,0.5031653925450728,initial approach
690.1224149999998,0.3354435950300547,initial approach
697.5398349999998,0.5031653925450728,initial approach
703.2813474999998,0.5031653925450728,initial approach
709.2461674999998,0.5031653925450728,initial approach
715.3020049999999,0.5031653925450728,initial approach
721.2130474999999,0.5031653925450728,initial approach
734.0732849999999,0.5031653925450728,initial approach
746.423235,0.3354435950300547,initial approach
752.9591475,0.5031653925450728,initial approach
760.68021,0.5031653925450728,initial approach
766.7584425,0.6708871900600909,initial approach
772.48329,0.5031653925450728,initial approach
778.4783175,0.5031653925450728,initial approach
786.2224275,0.6708871900600909,initial approach
792.347795,0.6708871900600909,initial approach
800.6692475,0.6708871900600909,initial approach
810.2030625,0.6708871900600909,initial approach
818.1961300000002,0.6708871900600909,initial approach
824.8053500000001,0.6708871900600909,initial approach
831.0516800000003,0.8386089875751089,initial approach
837.3352475,0.6708871900600909,initial approach
845.3797475000001,0.6708871900600909,initial approach
851.9138375000001,0.6708871900600909,initial approach
858.0243600000001,0.8386089875751089,initial approach
865.8061000000001,0.8386089875751089,initial approach
872.1968300000001,0.8386089875751089,initial approach
880.4297400000002,0.8386089875751089,initial approach
890.4060025,0.6708871900600909,initial approach
897.4868350000002,0.6708871900600909,initial approach
904.0295175000001,0.6708871900600909,initial approach
909.830015,0.8386089875751089,initial approach
915.99861,0.8386089875751089,initial approach
921.9274925000001,0.8386089875751089,initial approach
928.08476,0.8386089875751089,initial approach
933.889425,0.6708871900600909,initial approach
939.627945,0.5031653925450728,initial approach
945.479615,0.6708871900600909,initial approach
951.3208675,0.8386089875751089,initial approach
957.1351674999999,0.6708871900600909,initial approach
963.6712100000001,0.6708871900600909,initial approach
970.8683174999999,0.6708871900600909,initial approach
976.6425125,0.6708871900600909,initial approach
982.3755625,0.8386089875751089,initial approach
988.5336125,0.8386089875751089,initial approach
994.4579375,0.5031653925450728,initial approach
1000.4967150000001,0.5031653925450728,initial approach
1008.4249399999999,0.8386089875751089,initial approach
1014.1805175,0.8386089875751089,initial approach
1019.969035,0.6708871900600909,initial approach
1025.7626324999999,0.6708871900600909,initial approach
1031.667035,0.8386089875751089,initial approach
1050.02764,0.8386089875751089,initial approach
1061.74934,0.6708871900600909,initial approach
1069.6757400000001,0.6708871900600909,initial approach
1075.881055,0.8386089875751089,initial approach
1084.50563,0.6708871900600909,initial approach
1092.12982,0.6708871900600909,initial approach
1098.8471100000002,0.6708871900600909,initial approach
1108.3481150000002,0.6708871900600909,initial approach
1116.6202175000003,0.6708871900600909,initial approach
1123.9350325000003,0.5031653925450728,initial approach
1131.9589600000002,0.6708871900600909,initial approach
1139.3516375000002,0.5031653925450728,initial approach
1146.6465325000001,0.6708871900600909,initial approach
1153.6885625000002,0.6708871900600909,initial approach
1159.9583275000002,0.6708871900600909,initial approach
1166.8080400000001,0.6708871900600909,initial approach
1172.9099700000002,0.6708871900600909,initial approach
1180.5849400000002,0.6708871900600909,initial approach
1186.928405,0.5031653925450728,initial approach
1198.0667725,0.5031653925450728,initial approach
1205.27091,0.5031653925450728,initial approach
1211.5276575,0.5031653925450728,initial approach
1217.7782825,0.5031653925450728,initial approach
1223.3974025,0.3354435950300547,initial approach
1229.2691225,0.3354435950300547,initial approach
1235.7631075000002,0.3354435950300547,initial approach
1241.3504575000002,0.3354435950300547,initial approach
1247.1713975000002,0.3354435950300547,initial approach
1252.8524950000003,0.3354435950300547,initial approach
1258.5205700000004,0.3354435950300547,initial approach
1264.5985425000003,0.3354435950300547,initial approach
1270.6897950000005,0.5031653925450728,initial approach
1276.8811750000004,0.5031653925450728,initial approach
1282.7962575000004,0.3354435950300547,initial approach
1288.6500100000003,0.5031653925450728,initial approach
1295.9377425000002,0.5031653925450728,initial approach
1301.8106350000003,0.5031653925450728,initial approach
1307.7887375000003,0.3354435950300547,initial approach
1313.6680100000003,0.3354435950300547,initial approach
1319.8218925000003,0.3354435950300547,initial approach
1325.7677025000003,0.3354435950300547,initial approach
1331.7696325000002,0.3354435950300547,initial approach
1337.7155725000002,0.3354435950300547,initial approach
1343.5982325000002,0.3354435950300547,initial approach
1349.7323225000002,0.16772179751502736,initial approach
1355.8117250000003,0.16772179751502736,initial approach
1361.7911275000004,0.16772179751502736,initial approach
1378.3418450000004,0.5031653925450728,initial approach
1386.7544425000003,0.16772179751502736,initial approach
1394.3575375000003,0.16772179751502736,initial approach
1401.3569875000003,0.3354435950300547,initial approach
1407.1561850000003,0.3354435950300547,initial approach
1412.7470475000002,0.3354435950300547,initial approach
1418.3294475000002,0.3354435950300547,initial approach
1425.3997325000003,0.3354435950300547,initial approach
1431.5227550000002,0.16772179751502736,initial approach
1439.9910825000002,0.16772179751502736,initial approach
1449.7199500000002,0.3354435950300547,initial approach
1456.8898425000002,0.3354435950300547,initial approach
1462.9889075000003,0.5031653925450728,initial approach
1469.1894050000003,0.3354435950300547,initial approach
1475.5495350000003,0.3354435950300547,initial approach
1482.8058875000004,0.3354435950300547,initial approach
1491.1384075000003,0.3354435950300547,initial approach
1497.5368200000003,0.3354435950300547,initial approach
1503.6297625000002,0.5031653925450728,initial approach
1511.5785600000002,0.3354435950300547,initial approach
1518.3679875000003,0.3354435950300547,initial approach
1526.8368350000003,0.3354435950300547,initial approach
1534.8219575000003,0.5031653925450728,initial approach
1541.1029225000002,0.3354435950300547,initial approach
1547.0173525000002,0.3354435950300547,initial approach
1552.6126450000002,0.3354435950300547,initial approach
1558.5680900000002,0.3354435950300547,initial approach
1564.0585625,0.3354435950300547,initial approach
1570.2242925,0.3354435950300547,initial approach
1576.032605,0.3354435950300547,initial approach
1581.8170875,0.3354435950300547,initial approach
1587.686985,0.16772179751502736,initial approach
1593.52251,0.3354435950300547,initial approach
1599.322095,0.3354435950300547,initial approach
