Step (steps),Load (N)
4.4822975000000005,0.16772179751502736,initial approach
11.086282500000001,0.16772179751502736,initial approach
16.709827500000003,0.16772179751502736,initial approach
22.417352500000003,0.8386089875751183,initial approach
28.19610000000001,0.6708871900600909,initial approach
33.99554750000001,0.8386089875751183,initial approach
40.07376750000001,1.0063307850901455,initial approach
50.10096500000001,1.0063307850901455,initial approach
56.02176500000001,0.8386089875751183,initial approach
61.90949250000002,0.8386089875751183,initial approach
67.44475750000001,0.8386089875751183,initial approach
73.20163000000001,0.8386089875751183,initial approach
78.98103,0.8386089875751183,initial approach
84.949875,1.0063307850901455,initial approach
90.90466,1.0063307850901455,initial approach
99.9299325,0.8386089875751183,initial approach
107.17126750000001,0.8386089875751183,initial approach
114.49854000000002,0.6708871900600909,initial approach
121.77347000000003,0.8386089875751183,initial approach
136.39142750000002,0.8386089875751183,initial approach
143.9936925,0.6708871900600909,initial approach
150.507055,0.6708871900600909,initial approach
156.26444750000002,0.8386089875751183,initial approach
161.92757500000002,0.8386089875751183,initial approach
167.53484250000002,0.8386089875751183,initial approach
173.15135250000003,0.6708871900600909,initial approach
178.72620000000003,1.0063307850901455,initial approach
184.30508250000003,0.8386089875751183,initial approach
190.06976750000004,0.6708871900600909,initial approach
195.66063000000005,1.0063307850901455,initial approach
201.24485000000004,0.8386089875751183,initial approach
206.812405,0.6708871900600909,initial approach
212.38100250000005,0.8386089875751183,initial approach
217.98254250000008,0.8386089875751183,initial approach
223.55895000000007,0.8386089875751183,initial approach
229.14864,0.6708871900600909,initial approach
234.75174000000004,0.5031653925450728,initial approach
240.38570000000004,0.5031653925450728,initial approach
246.023175,0.8386089875751183,initial approach
251.61937500000008,0.8386089875751183,initial approach
257.21753000000007,1.0063307850901455,initial approach
262.88976750000006,0.8386089875751183,initial approach
268.48753250000004,0.8386089875751183,initial approach
274.07826250000005,0.8386089875751183,initial approach
279.66274500000003,0.8386089875751183,initial approach
285.29345,0.8386089875751183,initial approach
290.8858725,1.0063307850901455,initial approach
296.4651475,0.8386089875751183,initial approach
302.047415,0.8386089875751183,initial approach
307.63372,1.0063307850901455,initial approach
313.2224975,1.0063307850901455,initial approach
318.78054749999995,0.8386089875751183,initial approach
324.33390999999995,1.0063307850901455,initial approach
329.93466749999993,1.0063307850901455,initial approach
335.54037249999993,0.8386089875751183,initial approach
341.21586749999994,1.0063307850901455,initial approach
346.78784999999993,1.0063307850901455,initial approach
352.36907749999995,0.8386089875751183,initial approach
357.97139749999997,0.8386089875751183,initial approach
363.56121749999994,0.8386089875751183,initial approach
369.92406249999993,1.0063307850901455,initial approach
375.7115324999999,1.0063307850901455,initial approach
381.3134624999999,1.0063307850901455,initial approach
386.9745049999999,1.0063307850901455,initial approach
392.6985649999999,0.8386089875751183,initial approach
398.3214574999999,0.6708871900600909,initial approach
403.9089349999999,1.0063307850901455,initial approach
410.0431399999999,1.0063307850901455,initial approach
415.9994874999999,0.8386089875751183,initial approach
421.60193749999985,0.8386089875751183,initial approach
427.17469999999986,0.8386089875751183,initial approach
432.73860999999994,0.8386089875751183,initial approach
438.3354599999999,0.8386089875751183,initial approach
443.9453324999999,0.8386089875751183,initial approach
449.5104124999999,1.0063307850901455,initial approach
455.05700499999995,0.8386089875751183,initial approach
460.6319824999999,1.0063307850901455,initial approach
466.2720599999999,1.0063307850901455,initial approach
