Step (steps),Load (N)
1.18422,0.0
5.3156,0.05000152592547352
8.587118,0.006250190740685058
11.827416000000001,0.987530137028108
15.029530000000001,1.412543107394635
18.231274000000003,0.7250221259193702
21.610494000000003,0.7562730796227913
24.972826,0.97502975554674
29.331864000000003,1.1687856685079503
34.214922,0.9500289925840024
37.882352000000004,0.05000152592547352
41.578228,-0.00625019074068367
45.123628000000004,0.6812707907345811
48.785986,0.5250160222174755
52.715593999999996,-0.012500381481368728
56.008407999999996,0.4437635425885801
59.306742,0.7187719351786865
62.57988999999999,0.10000305185094704
65.788004,-0.24375743888668394
69.056968,0.3125095370342119
72.343154,0.17500534073915872
76.26320799999999,0.018750572222053785
79.69197999999999,0.037501144444104795
83.65599599999999,0.1062532425916321
87.84355799999999,0.006250190740685058
91.08922599999998,0.23750724814600097
94.11982799999998,0.25625782036805406
97.07154199999998,0.08125247962889603
100.00003599999998,0.2687582018494221
103.03782399999999,0.10000305185094704
106.06564599999999,-0.06250190740684086
109.38205399999998,0.25000762962736967
112.50405999999997,0.11250343333231577
115.46784799999999,0.05625171666615858
118.49652399999997,0.11875362407300083
121.48942399999999,-0.11250343333231438
124.44028599999999,0.20000610370189548
127.37552199999999,0.16250495925779068
130.30612599999998,0.08125247962889603
133.23306399999998,0.20625629444257984
136.16155799999999,0.18750572222052744
139.092718,0.16875514999847435
142.098728,0.15625476851710632
145.159106,0.05625171666615858
148.104378,0.20625629444257984
151.033502,0.23750724814600097
154.01021599999999,0.24375743888668533
156.94078399999998,0.30000915555284324
159.86827799999998,0.25000762962736967
162.80639999999997,0.1250038148136852
165.73681999999997,0.26250801110873845
168.66153599999996,0.34376049073763304
171.57736399999996,0.18750572222052744
174.50548799999996,0.25000762962736967
177.42524199999997,0.27500839259010645
180.34695799999997,0.34376049073763304
183.28637599999996,0.5125156407361067
186.21768599999996,0.5375164036988435
189.13754999999995,0.3875118259224222
192.05619199999995,-0.2875087740714738
194.97572399999996,-0.00625019074068367
197.91473599999995,0.08125247962889603
200.84437799999995,0.2125064851832642
203.82494399999996,0.031250953703421125
206.74151199999997,0.025000762962736067
209.65807799999996,0.012500381481368728
212.57634999999996,0.10000305185094704
215.49517799999992,0.27500839259010645
218.41259799999992,0.41251258888515896
221.35620199999994,0.20000610370189548
224.29265799999993,0.031250953703421125
227.21503999999993,-0.07500228888820959
230.13538599999995,0.21875667592394857
233.05424999999994,0.3187597277748963
235.97140999999993,0.27500839259010645
238.88864399999994,0.2312570574053173
241.81609999999995,0.2875087740714752
244.74703799999995,0.26250801110873845
247.67182799999995,0.3250099185155807
250.58943199999993,0.2312570574053173
253.50636999999995,0.06875209814752731
256.42416,-0.012500381481368728
259.338988,0.006250190740685058
262.27337,0.25000762962736967
265.202196,0.15000457777642195
268.123468,0.15000457777642195
271.04585000000003,0.10000305185094704
273.963862,0.15625476851710632
276.882172,0.16250495925779068
279.798444,0.1062532425916321
282.726084,-0.012500381481368728
285.65450400000003,0.18750572222052744
288.57796,0.25625782036805406
291.50345400000003,0.025000762962736067
294.42798400000004,-0.012500381481368728
297.34888600000005,-0.10000305185094704
300.27004600000004,0.1250038148136852
303.20105800000005,0.15000457777642195
306.129402,0.05000152592547352
309.052786,-0.050001525925472134
311.97720400000003,0.30000915555284324
314.89977200000004,0.1062532425916321
317.82293200000004,0.30000915555284324
320.74964800000004,0.07500228888821098
323.686364,-0.037501144444104795
326.613154,0.1062532425916321
329.54324,0.24375743888668533
332.46447400000005,0.4000122074037903
335.38319000000007,0.23750724814600097
338.30957200000006,0.2687582018494221
341.2406940000001,0.24375743888668533
344.16270600000007,0.4812646870326856
347.0841260000001,0.20625629444257984
350.00476800000007,0.13125400555436956
352.9242240000001,0.36251106295968616
355.8450140000001,0.16250495925779068
358.7661000000001,0.13750419629505323
361.6913360000001,-0.00625019074068367
364.8410060000001,0.2875087740714752
368.0933780000001,0.27500839259010645
371.3783780000001,0.21875667592394857
374.6777840000001,0.06250190740684225
377.9330060000001,0.16250495925779068
381.4681100000001,0.1437543870357376
384.7446280000001,0.17500534073915872
388.0151840000001,0.11250343333231577
391.1728540000001,0.1250038148136852
394.3056380000001,0.09375286111026337
397.5573060000001,0.1937559129612118
400.79775000000006,0.20000610370189548
404.04790000000014,0.16250495925779068
407.26223600000014,0.2812585833307908
411.4172800000001,0.43751335184789575
415.4896980000001,0.11250343333231577
419.4608220000001,0.13750419629505323
423.6069400000002,0.5250160222174755
426.99056800000005,0.4000122074037903
430.9011380000001,0.031250953703421125
435.94933800000007,-0.08750267036957832
439.4345900000001,0.48751487777337
442.7722920000001,0.5437665944395278
446.10277200000013,0.13125400555436956
450.34114600000015,-0.13125400555436817
454.3681580000001,0.1062532425916321
458.46342600000014,0.13125400555436956
461.70239000000015,0.16250495925779068
464.87943200000024,0.16250495925779068
468.14576600000015,0.5875179296243177
471.3709520000002,0.7562730796227913
474.70495000000017,0.4687643055513169
478.09213200000016,0.012500381481368728
481.42109400000015,0.15625476851710632
484.73298200000016,0.3187597277748963
488.86521200000016,0.4062623981444746
492.94996200000014,0.21875667592394857
496.9518260000002,0.11250343333231577
500.70229200000017,0.18750572222052744
504.42568400000016,0.20000610370189548
509.1919680000001,0.08750267036957832
512.5968880000001,0.08750267036957832
516.2738760000002,0.16875514999847435
519.8306800000003,0.1062532425916321
522.9836480000002,0.13750419629505323
526.1136900000002,0.3375102999969487
529.1551800000002,0.2687582018494221
532.1883000000003,0.08125247962889603
535.2161600000003,0.04375133518478985
538.2487980000003,0.1062532425916321
541.3390260000003,0.46251411481063254
544.4794760000003,0.2937589648121596
547.5464460000003,0.04375133518478985
550.5889340000003,0.012500381481368728
553.6277580000003,0.18750572222052744
556.6719880000003,0.22500686666463293
559.7020340000003,0.24375743888668533
562.7400040000002,0.2312570574053173
565.7887540000003,0.11250343333231577
568.8211320000003,0.09375286111026337
571.8451040000002,0.1437543870357376
574.8718160000002,0.20000610370189548
577.9546740000002,0.1437543870357376
580.9877560000002,0.09375286111026337
584.0421340000003,-0.037501144444104795
587.0756240000003,0.13750419629505323
590.0988560000003,-0.1250038148136831
593.1226780000003,0.06875209814752731
596.2160180000003,0.13125400555436956
599.2533980000003,0.25625782036805406
602.2883680000003,0.07500228888821098
605.3232280000003,0.16875514999847435
608.3527920000004,0.22500686666463293
611.3786160000004,0.18125553147984308
614.4014020000004,0.3375102999969487
617.4194860000005,0.3125095370342119
620.4389020000004,0.34376049073763304
623.5287220000005,0.13125400555436956
626.5658060000005,0.1062532425916321
629.6027020000005,0.018750572222053785
632.6379320000004,0.08125247962889603
635.6723480000004,0.26250801110873845
638.7002080000004,0.20625629444257984
641.7564380000005,0.17500534073915872
644.8038160000004,0.08750267036957832
647.8390480000004,0.037501144444104795
650.8676860000004,0.16875514999847435
653.9256920000004,0.1937559129612118
656.9545540000004,0.24375743888668533
659.9814500000003,0.08125247962889603
663.0999380000003,0.1062532425916321
666.1393900000003,0.018750572222053785
669.1718060000003,-0.05625171666615719
672.1984440000003,0.0
675.2278600000003,-0.05625171666615719
678.2547940000003,0.13125400555436956
681.2908400000003,0.10000305185094704
684.3194040000003,-0.2312570574053166
687.3464860000003,-0.018750572222052397
690.3749760000003,-0.07500228888820959
693.3992820000003,0.25625782036805406
696.4238460000004,0.2125064851832642
699.4473360000004,0.09375286111026337
702.4776040000004,0.2875087740714752
705.5024260000004,0.21875667592394857
708.5253980000003,0.25625782036805406
711.5464440000003,0.16250495925779068
714.5698980000003,0.4687643055513169
717.5916460000003,0.3062593462935276
720.6358780000003,0.3562608722190018
723.7384020000003,0.25000762962736967
726.7796680000002,0.1062532425916321
729.8136040000003,0.23750724814600097
732.8433160000003,0.5187658314767911
735.8722500000003,0.4812646870326856
738.9077760000004,0.1437543870357376
741.9459700000003,0.006250190740685058
744.9777560000003,0.18750572222052744
748.0055060000003,0.2812585833307908
751.0346620000003,-0.00625019074068367
754.1398540000002,0.04375133518478985
757.1654540000003,-0.15000457777642057
760.1910920000003,-0.06250190740684086
763.2216200000003,0.24375743888668533
766.2481460000002,0.11875362407300083
769.2794880000002,0.08750267036957832
772.3071260000003,0.0
775.3326540000003,0.2812585833307908
778.3613660000003,0.3062593462935276
781.3939300000003,0.3375102999969487
784.4223820000003,0.16250495925779068
787.4481320000003,0.16250495925779068
790.4753260000003,0.3187597277748963
793.4941500000003,0.22500686666463293
796.5174180000004,0.20625629444257984
799.5383880000004,0.2937589648121596
802.5676940000004,0.22500686666463293
805.5943320000005,-0.05625171666615719
808.6211560000004,0.10000305185094704
811.6474600000006,0.1250038148136852
814.6723580000005,0.11250343333231577
817.6961080000005,0.11875362407300083
820.7273380000006,0.05000152592547352
823.7563460000003,0.05625171666615858
826.7808740000005,0.05000152592547352
829.8013260000005,0.13125400555436956
832.8235940000006,0.11875362407300083
835.8421960000005,0.1437543870357376
838.9672380000005,0.11250343333231577
844.3196120000005,0.33126010925626437
861.5928780000006,0.08125247962889603
864.8283240000006,0.07500228888821098
868.0386240000006,0.18750572222052744
871.2358480000006,0.06250190740684225
874.4754060000005,0.15625476851710632
877.6604820000007,0.17500534073915872
880.8613000000006,0.21875667592394857
884.0655240000006,0.17500534073915872
887.2475280000006,0.1937559129612118
890.5289360000006,0.05625171666615858
894.6636840000006,0.2312570574053173
900.3771940000005,0.20000610370189548
905.2908420000005,0.08750267036957832
908.9858280000005,0.23750724814600097
912.3075320000005,0.2687582018494221
916.2702860000005,0.3187597277748963
920.5685100000005,0.1437543870357376
923.8622140000006,0.08750267036957832
926.9100740000006,0.2875087740714752
929.8564180000005,0.15000457777642195
932.7885040000006,0.26250801110873845
935.7228480000006,0.037501144444104795
938.6460460000005,-0.00625019074068367
941.5858360000005,0.18750572222052744
945.1580100000007,0.16875514999847435
948.3404960000007,0.1062532425916321
951.3167640000006,-0.031250953703421125
954.2594420000006,0.15000457777642195
957.1961580000007,0.07500228888821098
960.1255780000008,0.3250099185155807
963.0787000000007,0.5625171666615802
966.0259700000006,0.36251106295968616
968.9542040000006,0.16250495925779068
971.8845500000008,0.018750572222053785
974.8255240000005,0.22500686666463293
977.8419040000007,0.3125095370342119
980.8078020000007,0.5437665944395278
983.7488520000009,0.8625263222144235
986.7378240000007,0.7000213629566334
989.6616880000007,0.38126163518173783
992.5817000000008,0.037501144444104795
995.5162680000008,-0.031250953703421125
998.4429080000007,0.3750114444410535
1001.3751060000008,0.5750175481429489
1004.3019320000008,0.6187688833277388
1007.2257220000008,0.46251411481063254
1010.1466600000007,0.05625171666615858
1013.0680800000007,-0.13125400555436817
1016.0092400000007,-0.037501144444104795
1018.9298440000009,0.18125553147984308
1021.8589300000009,0.2687582018494221
1024.7872380000008,0.06250190740684225
1027.7061760000008,-0.031250953703421125
1030.6239660000008,0.0
1033.5397560000008,-0.018750572222052397
1036.4560660000009,-0.031250953703421125
1039.3766340000009,0.18125553147984308
1042.3167560000009,0.27500839259010645
1045.2527680000007,0.15625476851710632
1048.1804820000007,0.025000762962736067
1051.1032720000007,0.012500381481368728
1054.0279880000007,-0.06875209814752592
1056.9568520000007,0.037501144444104795
1059.8754580000007,0.2312570574053173
1062.8047280000008,0.031250953703421125
1065.7339620000007,0.006250190740685058
1068.6631960000007,0.037501144444104795
1071.5845420000007,0.06250190740684225
1074.5031460000007,0.20000610370189548
1077.4241220000008,0.33126010925626437
1080.351764000001,0.20625629444257984
1083.276812000001,0.20625629444257984
1086.1994920000009,-0.031250953703421125
1089.123984000001,0.07500228888821098
1092.048516000001,0.4312631611072114
1094.972082000001,0.25000762962736967
1097.8950940000009,0.27500839259010645
1100.819958000001,0.2687582018494221
1103.7478600000009,0.3375102999969487
1106.6714280000008,0.3062593462935276
1109.5938840000008,0.36876125370036983
1112.5176360000007,0.23750724814600097
1115.4453900000008,0.22500686666463293
1118.5742460000008,0.031250953703421125
1121.6070320000008,0.06250190740684225
1124.5575240000007,0.17500534073915872
1127.4943140000007,0.25625782036805406
1130.4235120000008,0.08125247962889603
1133.3467460000008,-0.04375133518478985
1136.277646000001,-0.07500228888820959
1139.200622000001,-0.018750572222052397
1142.136114000001,0.35001068147831743
1145.063830000001,0.20625629444257984
1147.982768000001,0.05000152592547352
1150.898150000001,-0.018750572222052397
1153.817978000001,0.025000762962736067
1156.741026000001,0.27500839259010645
1159.659706000001,0.4750144962920012
1162.597754000001,0.5375164036988435
1165.540210000001,0.4000122074037903
1168.487258000001,-0.13750419629505184
1171.421604000001,0.04375133518478985
1174.349098000001,0.10000305185094704
1177.277960000001,0.4062623981444746
1180.203788000001,0.2687582018494221
1183.138910000001,0.2125064851832642
1186.066848000001,0.21875667592394857
1188.989676000001,-0.04375133518478985
1191.911798000001,0.15625476851710632
1194.832552000001,0.08750267036957832
1197.752970000001,0.037501144444104795
1200.677316000001,0.20000610370189548
1203.605254000001,0.2312570574053173
1206.529154000001,0.18125553147984308
1209.451278000001,0.13750419629505323
1212.372624000001,0.05625171666615858
1215.293080000001,0.18750572222052744
1218.213018000001,0.20000610370189548
1221.163770000001,0.25625782036805406
1224.088856000001,0.1437543870357376
1227.011202000001,-0.18750572222052536
1229.935140000001,-0.037501144444104795
1232.859930000001,0.1437543870357376
1235.780794000001,0.17500534073915872
1238.7029160000009,0.2125064851832642
1241.6290020000008,0.11250343333231577
1244.5510140000008,0.11875362407300083
